county_state,total_cases,total_fatalities,death_rate,total_tests,sq_mi,obes_percent,health_ins_noninst_pop,health_ins_noninst_pop_cov_yes,health_ins_noninst_pop_cov_no,inc_hhlds,inc_hhlds_less_than_10_000,inc_hhlds_10_000_to_14_999,inc_hhlds_15_000_to_24_999,inc_hhlds_25_000_to_34_999,inc_hhlds_35_000_to_49_999,inc_hhlds_50_000_to_74_999,inc_hhlds_75_000_to_99_999,inc_hhlds_100_000_to_149_999,inc_hhlds_150_000_to_199_999,inc_hhlds_200_000_or_more,inc_med_hhld_inc_dol,inc_mean_hhld_inc_dol,inc_per_capita_inc_dol,inc_med_earn_male_full_yr_workers_dol,inc_med_earn_female_full_yr_workers_dol,race_pop,race_pop_hispanic_or_latino_of_any_race,race_pop_white_alone,race_pop_black_or_african_american_alone,race_pop_american_indian_and_alaska_native_alone,race_pop_asian_alone,race_pop_native_hawaiian_and_other_pacific_islander_alone,race_pop_some_other_race_alone,race_pop_two_or_more_races,sex_age_pop,sex_age_pop_male,sex_age_pop_female,sex_age_pop_under_5,sex_age_pop_5_to_9,sex_age_pop_10_to_14,sex_age_pop_15_to_19,sex_age_pop_20_to_24,sex_age_pop_25_to_34,sex_age_pop_35_to_44,sex_age_pop_45_to_54,sex_age_pop_55_to_59,sex_age_pop_60_to_64,sex_age_pop_65_to_74,sex_age_pop_75_to_84,sex_age_pop_85_and_over,sex_age_median_age_in_years,deaths_per_100_cases,cases_per_100_people,tests_per_100_people,pop_density,state,county,covid_severity,inc_hhlds_less_than_25_000,inc_hhlds_25_000_to_49_999,inc_hhlds_less_than_99_999,inc_hhlds_100_000_or_more,inc_hhlds_less_than_49_999,inc_hhlds_50_000_to_99_999,race_pop_other,sex_age_pop_0_to_44,sex_age_pop_45_to_74,sex_age_pop_75_and_over,sex_age_pop_0_to_64,sex_age_pop_65_and_over,sex_age_pop_0_to_35,sex_age_pop_35_to_59,sex_age_pop_60_to_84,percent_health_ins_noninst_pop_cov_yes,percent_health_ins_noninst_pop_cov_no,percent_inc_hhlds_less_than_10_000,percent_inc_hhlds_10_000_to_14_999,percent_inc_hhlds_15_000_to_24_999,percent_inc_hhlds_25_000_to_34_999,percent_inc_hhlds_35_000_to_49_999,percent_inc_hhlds_50_000_to_74_999,percent_inc_hhlds_75_000_to_99_999,percent_inc_hhlds_100_000_to_149_999,percent_inc_hhlds_150_000_to_199_999,percent_inc_hhlds_200_000_or_more,percent_race_pop_hispanic_or_latino_of_any_race,percent_race_pop_white_alone,percent_race_pop_black_or_african_american_alone,percent_race_pop_american_indian_and_alaska_native_alone,percent_race_pop_asian_alone,percent_race_pop_native_hawaiian_and_other_pacific_islander_alone,percent_race_pop_some_other_race_alone,percent_race_pop_two_or_more_races,percent_sex_age_pop_male,percent_sex_age_pop_female,percent_sex_age_pop_under_5,percent_sex_age_pop_5_to_9,percent_sex_age_pop_10_to_14,percent_sex_age_pop_15_to_19,percent_sex_age_pop_20_to_24,percent_sex_age_pop_25_to_34,percent_sex_age_pop_35_to_44,percent_sex_age_pop_45_to_54,percent_sex_age_pop_55_to_59,percent_sex_age_pop_60_to_64,percent_sex_age_pop_65_to_74,percent_sex_age_pop_75_to_84,percent_sex_age_pop_85_and_over,percent_inc_hhlds_less_than_25_000,percent_inc_hhlds_25_000_to_49_999,percent_inc_hhlds_less_than_99_999,percent_inc_hhlds_100_000_or_more,percent_inc_hhlds_less_than_49_999,percent_inc_hhlds_50_000_to_99_999,percent_race_pop_other,percent_sex_age_pop_0_to_44,percent_sex_age_pop_45_to_74,percent_sex_age_pop_75_and_over,percent_sex_age_pop_0_to_64,percent_sex_age_pop_65_and_over,percent_sex_age_pop_0_to_35,percent_sex_age_pop_35_to_59,percent_sex_age_pop_60_to_84
"Christian County, Illinois",816.0,29.0,0.035539215686274515,14312,709.492,0.085,31546,30005,1541,13939,949,566,1817,1587,1722,3057,1843,1663,482,253,52415,62807,26166,48572,35476,33231,533,31605,417,62,212,61,5,336,33231,16818,16413,1707,2041,1881,1917,1899,3887,4090,4640,2712,2122,3318,1987,1030,43.2,3.553921568627452,2.455538503204839,43.06821943366135,46.8377374233959,Illinois,Christian,2,3332,3309,11541,2145,6641,4900,464,17422,12792,3017,26896,6335,13332,11442,7427,0.9511507005642552,0.048849299435744634,0.06808235884927183,0.04060549537269532,0.13035368390845828,0.11385321759093192,0.12353827390774087,0.21931271970729607,0.13221895401391778,0.11930554559150584,0.03457923810890308,0.018150512949279,0.01603924046823749,0.9510697842376096,0.01254852396858355,0.0018657277842977944,0.006379585326953748,0.0018356354006800878,0.0001504619180885318,0.010111040895549336,0.5060937076825855,0.4939062923174145,0.05136769883542475,0.06141855496373867,0.05660377358490566,0.05768709939514309,0.057145436490024376,0.11696909512202462,0.123077848996419,0.1396286599861575,0.08161054437121965,0.0638560380367729,0.09984652884354968,0.059793566248382536,0.03099515512623755,0.23904153813042545,0.2373914914986728,0.8279647033503119,0.15388478370040892,0.4764330296290982,0.35153167372121386,0.01396286599861575,0.5242695073876802,0.3849417712376997,0.09078872137462007,0.8093647497818303,0.1906352502181698,0.4011916583912612,0.3443170533537961,0.22349613312870512
"Clark County, Illinois",308.0,17.0,0.05519480519480519,5606,501.42900000000003,0.09,15619,14764,855,6774,254,394,756,683,973,1440,891,883,299,201,54158,70037,29887,49177,34259,15836,247,15294,46,11,76,0,0,162,15836,7824,8012,927,1042,987,1032,859,1745,1787,2160,1268,1010,1629,907,483,43.0,5.519480519480518,1.9449355897954028,35.40035362465269,31.581739388826733,Illinois,Clark,1,1404,1656,5391,1182,3060,2331,173,8379,6067,1390,12817,3019,6592,5215,3546,0.945258979448108,0.05474102055189193,0.037496309418364335,0.05816356657809271,0.1116031886625332,0.10082669028638913,0.1436374372601122,0.21257750221434896,0.13153232949512844,0.1303513433717154,0.044139356362562734,0.029672276350752883,0.015597373074008587,0.9657741854003536,0.002904773932811316,0.0006946198534983582,0.0047991917150795645,0.0,0.0,0.010229856024248548,0.4940641576155595,0.5059358423844406,0.05853750947208891,0.0657994443041172,0.06232634503662541,0.06516797171002779,0.05424349583228088,0.1101919676686032,0.11284415256377875,0.13639808032331396,0.08007072493053803,0.06377873200303108,0.10286688557716596,0.057274564283910076,0.030500126294518818,0.20726306465899025,0.2444641275465013,0.7958370239149691,0.1744906997342781,0.4517271922054916,0.3441098317094774,0.010924475877746906,0.5291108865875221,0.383114422834049,0.08777469057842889,0.8093584238444052,0.19064157615559485,0.41626673402374337,0.3293129578176307,0.2239201818641071
"Clay County, Illinois",311.0,13.0,0.04180064308681672,4513,468.27099999999996,0.13,13170,12133,1037,5638,332,358,749,565,882,1143,664,651,217,77,48691,60790,25821,46940,30305,13338,196,12833,61,20,38,0,0,190,13338,6586,6752,756,854,842,759,777,1442,1501,1737,1038,1000,1449,814,369,42.7,4.180064308681672,2.331683910631279,33.83565751986804,28.483506345684447,Illinois,Clay,2,1439,1447,4693,868,2886,1807,210,6931,5224,1183,10706,2632,5430,4276,3263,0.9212604403948368,0.07873955960516325,0.058886129833274216,0.06349769421780774,0.13284852784675416,0.10021284143313232,0.15643845335225254,0.2027314650585314,0.11777225966654843,0.11546647747428165,0.03848882582476056,0.013657325292656971,0.014694856800119956,0.9621382516119358,0.004573399310241416,0.00149947518368571,0.0028490028490028487,0.0,0.0,0.014245014245014244,0.4937771779877043,0.5062228220122957,0.05668016194331984,0.06402759034337982,0.06312790523316839,0.0569050832208727,0.058254610886189835,0.1081121607437397,0.11253561253561252,0.13022941970310392,0.07782276203328835,0.0749737591842855,0.10863697705802967,0.0610286399760084,0.02766531713900135,0.2552323518978361,0.2566512947853849,0.8323873714083008,0.15395530329904222,0.5118836466832211,0.3205037247250798,0.015744489428699954,0.5196431249062828,0.39166291797870745,0.08869395711500974,0.8026690658269605,0.19733093417303946,0.4071075123706703,0.3205877942720048,0.2446393762183236
"Clinton County, Illinois",1755.0,26.0,0.014814814814814815,17486,474.004,0.057,35546,33839,1707,14190,651,586,1140,1204,1750,2958,1913,2538,954,496,65010,80242,31240,53221,39903,37628,1166,34442,1308,104,214,0,0,394,37628,19551,18077,2076,2031,2469,2171,2200,5119,4727,5414,2818,2493,3303,1979,828,40.2,1.4814814814814816,4.664079940469864,46.47071329860743,79.38329634349077,Illinois,Clinton,3,2377,2954,10202,3492,5331,4871,498,20793,14028,2807,31518,6110,16066,12959,7775,0.9519777190119844,0.04802228098801553,0.045877378435517965,0.04129668780831572,0.080338266384778,0.08484848484848485,0.1233262861169838,0.2084566596194503,0.13481324876673714,0.1788583509513742,0.06723044397463003,0.03495419309372798,0.03098756245349208,0.9153290103114702,0.034761347932390774,0.002763899223982141,0.00568725417242479,0.0,0.0,0.010470925906240032,0.5195864781545657,0.4804135218454342,0.05517168066333581,0.053975762729882006,0.0656160306154991,0.0576963963006272,0.05846709896885297,0.1360423089188902,0.12562453492080367,0.14388221537153184,0.07489103858828533,0.06625385351334112,0.08778037631550972,0.05259381311789093,0.022004889975550126,0.1675123326286117,0.20817477096546866,0.7189570119802678,0.24608879492600425,0.3756871035940804,0.3432699083861875,0.013234825130222177,0.5525938131178909,0.372807483788668,0.07459870309344105,0.8376209205910492,0.16237907940895074,0.4269692781970873,0.34439778888062084,0.20662804294674175
"Coles County, Illinois",1912.0,39.0,0.020397489539748955,27794,508.288,0.11800000000000001,51044,47844,3200,21139,2123,1702,2492,2183,3015,3881,2427,2109,691,516,44071,63161,26790,43050,33309,51736,1288,47080,1897,85,627,17,7,735,51736,24999,26737,2430,2577,2826,4187,6713,6981,5438,5685,3425,3139,4560,2530,1245,35.2,2.0397489539748954,3.695685789392299,53.72274625019329,101.78481490808359,Illinois,Coles,3,6317,5198,17823,2800,11515,6308,844,31152,16809,3775,43401,8335,25714,14548,10229,0.937308988323799,0.06269101167620092,0.10043048393963763,0.08051468849046786,0.11788637116230664,0.10326883958560007,0.14262737120961255,0.1835943043663371,0.11481148587918065,0.09976820095557973,0.032688395856000765,0.024409858555276977,0.024895623936910468,0.9100046389361374,0.036666924385340964,0.0016429565486315136,0.012119220658728929,0.0003285913097263028,0.00013530230400494818,0.01420674192051956,0.4832031854028143,0.5167968145971857,0.046969228390289164,0.049810576774393066,0.0546234730168548,0.08093010669553116,0.1297549095407453,0.13493505489407762,0.1051105613112726,0.10988479975259008,0.06620148445956392,0.0606734188959332,0.08813978660893769,0.0489021184475027,0.024064481212308645,0.2988315435924121,0.24589621079521265,0.8431335446331425,0.13245659681158048,0.5447277543876248,0.2984057902455178,0.016313592082882324,0.6021339106231638,0.3248994897170249,0.07296659965981135,0.8388936137312509,0.16110638626874904,0.4970233493118911,0.2811968455234266,0.1977153239523736
"Crawford County, Illinois",647.0,6.0,0.009273570324574959,5877,443.61400000000003,0.09,17011,15939,1072,7653,441,445,958,807,1266,1188,965,996,308,279,49233,68640,26713,51987,35705,19088,668,16821,1083,14,137,13,3,349,19088,9910,9178,1026,968,1129,1057,1107,2562,2397,2586,1355,1389,1897,1122,493,42.0,0.927357032457496,3.389564124057,30.78897736797988,43.028398562714436,Illinois,Crawford,3,1844,2073,6070,1304,3917,2153,379,10246,7227,1615,15576,3512,7849,6338,4408,0.9369819528540356,0.06301804714596437,0.057624460995687965,0.058147131843721424,0.1251796681040115,0.10544884359074873,0.16542532340258725,0.15523324186593493,0.12609434208807005,0.1301450411603293,0.040245655298575725,0.036456291650333206,0.03499580888516345,0.8812342833193629,0.056737217099748535,0.0007334450963956412,0.007177284157585919,0.0006810561609388098,0.00015716680637049455,0.0182837384744342,0.5191743503772004,0.4808256496227997,0.053751047778709135,0.05071248952221291,0.059147108130762786,0.05537510477787092,0.05799455155071249,0.13422045264040236,0.12557627829002516,0.1354777870913663,0.0709870075440067,0.07276823134953897,0.09938181056160937,0.05878038558256496,0.025827745180217937,0.2409512609434209,0.27087416699333594,0.7931530118907618,0.170390696458905,0.5118254279367568,0.28132758395400503,0.019855406538139143,0.5367770326906958,0.3786148365465214,0.0846081307627829,0.8160100586756077,0.18398994132439228,0.41120075440067055,0.3320410729253981,0.2309304274937133
"Cumberland County, Illinois",288.0,6.0,0.020833333333333332,4627,345.92,0.087,10738,10228,510,4322,208,279,456,507,576,1012,507,594,71,112,53376,62334,25622,42421,33222,10865,114,10508,9,22,30,14,6,162,10865,5455,5410,667,627,783,624,542,1260,1276,1420,891,733,1139,624,279,42.6,2.083333333333333,2.650713299585826,42.58628624022089,31.40899629972248,Illinois,Cumberland,2,943,1083,3545,665,2026,1519,204,5779,4183,903,8823,2042,4503,3587,2496,0.9525051219966474,0.04749487800335258,0.04812586765386395,0.06455344747801943,0.10550670985654788,0.1173068024062934,0.13327163350300786,0.23415085608514574,0.1173068024062934,0.13743637204997686,0.016427579824155485,0.02591392873669597,0.010492406810860562,0.967142199723884,0.0008283479061205706,0.0020248504371836173,0.002761159687068569,0.0012885411872986653,0.0005522319374137136,0.014910262310170272,0.5020708697653015,0.4979291302346986,0.06138978370915785,0.05770823745973309,0.07206626783248965,0.05743212149102622,0.04988495167970548,0.11596870685687988,0.1174413253566498,0.13069489185457892,0.08200644270593649,0.0674643350207087,0.10483202945237,0.05743212149102622,0.025678785089737692,0.2181860249884313,0.25057843590930123,0.8202221193891717,0.15386395187413235,0.4687644608977326,0.3514576584914392,0.01877588587206627,0.5318913943856419,0.3849976990335941,0.08311090658076392,0.8120570639668659,0.18794293603313392,0.4144500690289922,0.3301426599171652,0.2297284859641049
"De Witt County, Illinois",260.0,6.0,0.02307692307692308,5834,397.55199999999996,0.16699999999999998,15766,15005,761,6663,274,301,593,710,1082,1424,851,900,339,189,55591,69216,29402,51757,38473,16042,430,15194,76,7,4,10,3,318,16042,8015,8027,874,939,1029,978,818,1811,1945,2226,1261,1218,1650,865,428,43.1,2.3076923076923084,1.6207455429497568,36.36703652911108,40.35195395822433,Illinois,De Witt,1,1168,1792,5235,1239,2960,2275,338,8394,6355,1293,13099,2943,6449,5432,3733,0.9517315742737537,0.04826842572624635,0.041122617439591766,0.04517484616539096,0.0889989494221822,0.10655860723397867,0.16238931412276753,0.21371754464955725,0.12772024613537444,0.135074290859973,0.05087798289058983,0.028365601080594324,0.02680463782570752,0.9471387607530232,0.004737563894776213,0.0004363545692557038,0.00024934546814611643,0.0006233636703652911,0.00018700910110958733,0.019822964717616257,0.4996259817977808,0.5003740182022192,0.05448198478992644,0.05853384864730084,0.06414412168058846,0.06096496696172547,0.05099114823588082,0.11289116070315422,0.12124423388604913,0.1387607530233138,0.07860615883306321,0.07592569505049246,0.10285500561027304,0.053920957486597684,0.02667996509163446,0.17529641302716495,0.2689479213567462,0.7856821251688428,0.1859522737505628,0.4442443343839112,0.3414377907849317,0.021069692058346842,0.5232514649046254,0.3961476125171425,0.08060092257823212,0.8165440718114948,0.1834559281885052,0.4020072310185762,0.3386111457424261,0.2327016581473632
"DeKalb County, Illinois",2358.0,42.0,0.017811704834605598,44431,631.344,0.068,103533,97465,6068,37703,2920,1613,3383,3241,4477,7328,4874,6219,2180,1468,61086,75000,28073,53167,39633,104200,11422,80438,7749,38,2566,0,37,1950,104200,51580,52620,6025,5863,6855,9198,14896,14362,11652,11656,6220,5072,7132,3536,1733,31.0,1.7811704834605595,2.2629558541266794,42.64011516314779,165.04472997288323,Illinois,DeKalb,2,7916,7718,27836,8399,15634,12202,2025,68851,30080,5269,91799,12401,57199,29528,15740,0.9413906677098124,0.05860933229018767,0.07744741797734929,0.042781741505980964,0.08972760788266186,0.08596132933718803,0.11874386653581945,0.1943611914171286,0.12927353261013713,0.16494708643874492,0.05782033259952789,0.0389358936954619,0.109616122840691,0.771957773512476,0.07436660268714011,0.00036468330134357014,0.024625719769673704,0.0,0.00035508637236084453,0.018714011516314782,0.4950095969289827,0.5049904030710173,0.057821497120921314,0.05626679462571977,0.0657869481765835,0.0882725527831094,0.14295585412667947,0.13783109404990404,0.11182341650671786,0.11186180422264876,0.05969289827255277,0.04867562380038388,0.06844529750479847,0.03393474088291746,0.01663147792706334,0.2099567673659921,0.20470519587300745,0.7382966872662653,0.2227674190382728,0.4146619632389996,0.3236347240272657,0.019433781190019195,0.6607581573896353,0.28867562380038386,0.050566218809980815,0.8809884836852208,0.11901151631477927,0.5489347408829175,0.2833781190019194,0.15105566218809982
"Douglas County, Illinois",672.0,9.0,0.013392857142857142,11031,416.665,0.09300000000000001,19555,16724,2831,7618,346,426,827,735,1124,1597,957,1055,356,195,54218,70199,27871,45143,32513,19714,1424,17823,105,66,144,18,31,103,19714,9748,9966,1325,1221,1540,1311,1182,2397,2383,2283,1410,1251,1784,1153,474,37.9,1.3392857142857142,3.4087450542761486,55.955158770416965,47.31378925515702,Illinois,Douglas,3,1599,1859,6012,1411,3458,2554,218,11359,6728,1627,16303,3411,8976,6076,4188,0.8552288417284581,0.1447711582715418,0.04541874507744815,0.055920189025991066,0.10855867681806247,0.09648201627723813,0.14754528747702808,0.20963507482278806,0.12562352323444473,0.13848779207140982,0.04673142557101601,0.025597269624573375,0.0722329309120422,0.9040783199756518,0.005326164147306482,0.0033478746068783607,0.007304453687734604,0.0009130567109668255,0.0015724865577761995,0.005224713401643502,0.4944709343613676,0.5055290656386324,0.06721111900172466,0.06193568022724968,0.07811707416049507,0.0665009637820838,0.05995739068682155,0.12158871867708228,0.1208785634574414,0.11580602617429238,0.07152277569240134,0.06345744141219438,0.09049406513137873,0.058486354874708324,0.024043826722126408,0.2098976109215017,0.2440273037542662,0.7891835127330008,0.18521921764242585,0.4539249146757679,0.33525859805723285,0.011058131277264887,0.5761895099928984,0.3412803084102668,0.08253018159683474,0.8269757532717865,0.17302424672821345,0.455310946535457,0.3082073653241351,0.21243786141828144
"DuPage County, Illinois",22783.0,606.0,0.026598779791950137,419533,327.727,0.064,925916,871642,54274,341823,12909,6829,18773,20583,33404,51908,45972,68068,36813,46564,88711,117832,43982,70879,53469,931743,132004,627050,43312,504,108353,242,1345,18933,931743,457178,474565,55318,59578,61211,62132,58606,118415,120006,132848,68587,60313,79557,37630,17542,39.1,2.6598779791950142,2.4452021641160706,45.02668654339232,2843.046193935806,Illinois,DuPage,2,38511,53987,190378,104881,92498,97880,21024,535266,341305,55172,797014,134729,415260,321441,177500,0.9413834516306014,0.05861654836939852,0.03776515916132033,0.019978175839542686,0.054920236496666414,0.06021537462370876,0.09772309060537178,0.15185637010967665,0.13449065744552005,0.19913229946492772,0.10769608832641454,0.13622254792685104,0.1416742599622428,0.6729860057977359,0.046484921271208915,0.0005409216919257778,0.11629065096276547,0.0002597282727103933,0.001443531102460657,0.020319980938949902,0.490669637442943,0.509330362557057,0.05937044871815511,0.06394252492371824,0.06569515413585078,0.06668362413240561,0.06289931880357566,0.12708976616942655,0.1287973185738986,0.14258008914475342,0.07361150016689151,0.06473136905777667,0.08538513302487917,0.04038667314914091,0.01882707999952777,0.11266357149752942,0.15793846522908056,0.5569490642818067,0.3068283877913423,0.27060203672661,0.2863470275551967,0.02256416200604673,0.5744781554570305,0.3663080913943008,0.059213753148668676,0.8554011138264521,0.14459888617354785,0.4456808368831319,0.34498890788554354,0.19050317523179675
"Edgar County, Illinois",155.0,10.0,0.06451612903225806,4642,623.385,0.085,17253,16298,955,7590,676,376,810,683,1179,1594,1129,789,228,126,51109,62335,27701,46424,35793,17539,201,17010,61,12,181,0,0,74,17539,8617,8922,903,931,1149,1003,908,1911,2093,2264,1381,1313,2024,1079,580,44.6,6.451612903225807,0.8837447973088546,26.466731284565824,28.135101101245624,Illinois,Edgar,1,1862,1862,6447,1017,3724,2723,86,8898,6982,1659,13856,3683,6805,5738,4416,0.9446473077146004,0.055352692285399636,0.08906455862977603,0.04953886693017128,0.1067193675889328,0.08998682476943347,0.15533596837944666,0.21001317523056653,0.14874835309617918,0.10395256916996047,0.030039525691699605,0.01660079051383399,0.011460174468327727,0.9698386453047494,0.003477963395860653,0.0006841895204971778,0.01031985860083243,0.0,0.0,0.004219168709732596,0.4913050915103484,0.5086949084896516,0.051485261417412616,0.053081703631906035,0.06551114658760476,0.05718684075488911,0.05177034038428645,0.10895718113917556,0.11933405553338275,0.12908375620046753,0.0787388106505502,0.07486173670106619,0.11539996579052395,0.061520041051371224,0.03306916015736359,0.2453227931488801,0.2453227931488801,0.8494071146245059,0.13399209486166008,0.4906455862977602,0.3587615283267457,0.0049033582302297745,0.5073265294486573,0.3980842693426079,0.09458920120873482,0.7900108330007412,0.2099891669992588,0.3879924739152745,0.3271566223844005,0.2517817435429614
"Edwards County, Illinois",108.0,0.0,0.0,1125,222.419,0.061,6478,6116,362,2776,139,138,354,305,461,542,366,362,53,56,49766,63054,26908,47367,36639,6507,90,6285,41,0,24,0,0,67,6507,3231,3276,374,404,449,391,351,650,759,845,504,447,728,395,210,43.3,0.0,1.6597510373443984,17.289073305670815,29.25559417136126,Illinois,Edwards,1,631,766,2305,415,1397,908,67,3378,2524,605,5174,1333,2619,2108,1570,0.9441185551096016,0.05588144489039827,0.050072046109510084,0.04971181556195965,0.127521613832853,0.10987031700288184,0.16606628242074928,0.1952449567723343,0.13184438040345822,0.1304034582132565,0.01909221902017291,0.02017291066282421,0.013831258644536652,0.9658828953434764,0.006300906715844475,0.0,0.003688335638543107,0.0,0.0,0.010296603657599507,0.4965421853388658,0.5034578146611342,0.05747656370063009,0.06208698324880897,0.0690026125710773,0.060089134777931465,0.05394190871369295,0.09989242354387584,0.11664361456892575,0.12986015060703854,0.07745504840940526,0.06869525126786538,0.11187951436914093,0.06070385738435531,0.032272936837252186,0.2273054755043228,0.27593659942363113,0.8303314121037464,0.1494956772334294,0.5032420749279539,0.3270893371757925,0.010296603657599507,0.5191332411249424,0.3878899646534501,0.0929767942216075,0.7951436914092516,0.20485630859074844,0.4024896265560166,0.3239588135853696,0.2412786230213616
"Effingham County, Illinois",1165.0,4.0,0.0034334763948497852,14762,478.755,0.115,33773,31937,1836,13555,642,571,1439,1460,1936,2612,1820,1915,663,497,56293,74875,30255,45911,33089,34174,684,32780,155,24,210,15,10,296,34174,16971,17203,2234,2071,2410,2120,2062,4486,3879,4376,2336,2444,3091,1793,872,39.1,0.3433476394849785,3.4090244045180547,43.19658219699186,71.38097774435776,Illinois,Effingham,3,2652,3396,10480,2578,6048,4432,345,19262,12247,2665,28418,5756,15383,10591,7328,0.9456370473455128,0.05436295265448731,0.047362596827738836,0.042124677240870524,0.10616008852821836,0.10770933234968648,0.14282552563629658,0.1926964219845076,0.13426779786056806,0.14127628181482849,0.048911840649206936,0.0366654371080782,0.02001521624626909,0.9592087551940072,0.00453561186867209,0.0007022882893427752,0.006145022531749284,0.0004389301808392345,0.0002926201205594897,0.008661555568560894,0.4966056066015099,0.5033943933984901,0.06537133493299,0.06060162696787031,0.07052144905483701,0.062035465558611814,0.06033826885936677,0.13126938608298708,0.11350734476502605,0.12805056475683269,0.06835606016269677,0.07151635746473928,0.09044887926493826,0.0524667876163165,0.0255164745127875,0.19564736259682772,0.250534857985983,0.7731464404278864,0.1901881224640354,0.4461822205828108,0.3269642198450756,0.010095394159302393,0.563644876221689,0.35837186164920704,0.077983262129104,0.8315678586059577,0.16843214139404225,0.45013753145666296,0.30991396968455553,0.21443202434599404
"Fayette County, Illinois",680.0,24.0,0.035294117647058816,8199,716.4960000000003,0.087,20025,18407,1618,7616,479,532,962,1067,1231,1169,971,869,207,129,44432,59615,22260,43229,32381,21724,408,20008,1043,49,107,0,0,109,21724,11580,10144,1176,1124,1398,1249,1436,2765,2653,2919,1753,1271,2142,1323,515,41.5,3.5294117647058822,3.1301786043085986,37.74166820106794,30.319778477479282,Illinois,Fayette,3,1973,2298,6411,1076,4271,2140,158,11801,8085,1838,17744,3980,9148,7325,4736,0.9192009987515606,0.08079900124843943,0.06289390756302521,0.06985294117647059,0.12631302521008406,0.1400997899159664,0.16163340336134455,0.15349264705882354,0.12749474789915966,0.11410189075630252,0.027179621848739496,0.016938025210084032,0.018781071625851596,0.9210090222795064,0.048011415945498064,0.002255569876634137,0.004925428097956178,0.0,0.0,0.005017492174553489,0.5330510034984349,0.4669489965015651,0.0541336770392193,0.05174001104768919,0.0643527895415209,0.05749401583502117,0.06610200699686983,0.12727858589578347,0.122122997606334,0.13436751979377648,0.08069416313754373,0.05850672067759161,0.09860062603572088,0.06090038666912171,0.02370649972380777,0.25905987394957986,0.3017331932773109,0.8417804621848739,0.141281512605042,0.5607930672268907,0.2809873949579832,0.0072730620511876265,0.5432240839624378,0.3721690296446327,0.08460688639292947,0.8167924875713497,0.18320751242865035,0.4211010863561038,0.3371846805376542,0.21800773338243415
"Ford County, Illinois",196.0,14.0,0.07142857142857142,6879,485.597,0.048,13000,12185,815,5779,288,273,729,652,870,1122,732,766,197,150,51120,64974,28002,51669,39438,13398,427,12573,147,59,64,5,19,104,13398,6616,6782,735,995,707,908,715,1460,1560,1743,1047,1033,1232,727,536,43.0,7.142857142857142,1.4629049111807733,51.343484102104796,27.59078000893745,Illinois,Ford,1,1290,1522,4666,963,2812,1854,187,7080,5055,1263,10903,2495,5520,4350,2992,0.9373076923076924,0.06269230769230769,0.049835611697525525,0.04724000692161274,0.1261463921093615,0.11282228759300918,0.15054507700294167,0.1941512372382765,0.12666551306454404,0.13254888388994635,0.03408894272365461,0.02595604775912788,0.03187042842215256,0.9384236453201972,0.0109717868338558,0.004403642334676818,0.004776832363039259,0.0003731900283624421,0.0014181221077772801,0.007762352589938797,0.4938050455291835,0.5061949544708165,0.05485893416927901,0.07426481564412599,0.052769070010449316,0.06777130915061949,0.053366174055829226,0.1089714882818331,0.11643528884908196,0.13009404388714735,0.07814599193909537,0.07710105985968055,0.09195402298850576,0.05426183012389909,0.0400059710404538,0.22322201072849973,0.26336736459595084,0.8074061256272712,0.16663782661360094,0.4865893753244506,0.3208167503028205,0.013957307060755335,0.5284370801612179,0.377295118674429,0.09426780116435288,0.8137781758471414,0.18622182415285865,0.41200179131213616,0.3246753246753247,0.2233169129720854
"Franklin County, Illinois",982.0,9.0,0.009164969450101831,16107,408.92,0.126,38660,36128,2532,16135,1579,1183,2274,1957,2362,3006,1638,1482,406,248,41414,54762,23510,45801,33559,39127,657,37527,280,79,185,25,17,357,39127,19285,19842,2275,2589,2270,2333,2065,4521,4681,5170,2865,2602,4357,2482,917,42.3,0.9164969450101832,2.5097758581031004,41.16594678866256,95.6837523231928,Illinois,Franklin,2,5036,4319,13999,1888,9355,4644,478,20734,14994,3399,31371,7756,16053,12716,9441,0.9345059493016036,0.06549405069839627,0.0978617911372792,0.07331887201735357,0.14093585373411838,0.12128912302448094,0.14638983576076853,0.18630306786489,0.1015184381778742,0.09185001549426712,0.025162689804772237,0.015370312984195847,0.01679147391826616,0.9591075216602346,0.00715618370945894,0.002019066118025916,0.004728192808035372,0.0006389449740588339,0.0004344825823600072,0.00912413422956015,0.4928821529889846,0.5071178470110154,0.0581439926393539,0.06616914151353286,0.05801620364454212,0.0596263449791704,0.052776854857259685,0.11554680910879955,0.11963605694277607,0.13213382063536688,0.07322309402714239,0.06650139290004345,0.1113553300789736,0.06343445702456105,0.023436501648478037,0.31211651688875114,0.26767895878524944,0.8676169817167648,0.11701270529903934,0.5797954756740006,0.2878215060427642,0.012216627904004906,0.5299154036854347,0.3832136376415263,0.08687095867303908,0.8017737112479874,0.19822628875201267,0.4102793467426585,0.3249929716052853,0.2412911800035781
